dataset,graph,method,missing_ratio,seed,mae,rmse,snr,dtw,params,error
synthetic_alpha,knn__k3,linear,0.1,0,0.0634270409346891,0.244209901265437,-0.0777226940065491,,{},
synthetic_alpha,knn__k3,nearest,0.1,0,0.0642770299551405,0.2523142036825606,-0.2761905701468088,,{},
synthetic_alpha,knn__k3,mean,0.1,0,0.0589478976695532,0.2085273501920232,0.9476396031020364,,{},
synthetic_alpha,knn__k3,idw,0.1,0,0.0625841043918718,0.2198587343426586,0.5658803059686505,,{'power': 1.5},
synthetic_alpha,knn__k3,spherical_spline,0.1,0,0.1109596651986618,0.4071882526204173,-4.5856010357981205,,{},
synthetic_alpha,knn__k3,rbfi_tps,0.1,0,0.088427217921455,0.3314997645390123,-2.570316269427729,,{},
synthetic_alpha,knn__k3,rbfi_mq,0.1,0,0.0895496117788872,0.3334451921211877,-2.776695396371658,,{},
synthetic_alpha,knn__k3,spline_surface,0.1,0,0.363683314967057,1.7420712241529503,-12.999275934669356,,{},
synthetic_alpha,knn__k3,gsp,0.1,0,0.0822079231535946,0.2916704128883218,-1.9283352141086585,,{},
synthetic_alpha,knn__k3,tikhonov,0.1,0,0.1591433756090172,0.3004579812261948,14.867157932756408,,{'alpha': 0.05},
synthetic_alpha,knn__k3,bgsrp,0.1,0,0.4908906755512606,0.595185106484896,2.0073950672896586,,{'bandwidth': 8},
synthetic_alpha,knn__k3,gsmooth,0.1,0,0.0652929243435412,0.2294132438070028,0.134684363878,,"{'lam': 0.3, 'n_iter': 30}",
synthetic_alpha,knn__k3,puy,0.1,0,0.3572444732768113,0.4544403865643254,5.119704106447948,,{'alpha': 0.1},
synthetic_alpha,knn__k3,sobolev,0.1,0,0.5397752126969099,0.6104957151261354,1.3605913953827815,,"{'alpha': 0.5, 'order': 2}",
synthetic_alpha,knn__k3,graph_time_tikhonov,0.1,0,0.3364728535512873,0.4138655388256524,5.709156988005283,,"{'alpha': 0.3, 'beta': 0.1}",
synthetic_alpha,knn__k3,trss,0.1,0,0.0814344471122789,0.2883082730230945,-1.823615743876108,,"{'alpha': 0.5, 'beta': 0.1, 'n_iter': 40, 'lr': 0.02}",
synthetic_alpha,knn__k3,tv,0.1,0,0.0662602564319172,0.2326701616608735,0.0968502943935819,,"{'lam': 0.2, 'n_iter': 30}",
synthetic_alpha,knn__k3,temporal_laplacian,0.1,0,0.3897465473899423,0.4490691027574665,4.348884006100569,,"{'alpha': 0.3, 'beta': 0.3}",
synthetic_alpha,knn__k3,heat_diffusion_temporal,0.1,0,0.073764903622347,0.2564202065885604,-0.8444033522402712,,"{'alpha': 0.5, 'beta': 0.5, 'n_iter': 15}",
synthetic_alpha,knn__k3,spline_temporal,0.1,0,,,,,{'alpha': 0.3},mae_null
synthetic_alpha,knn__k3,wavelet_temporal,0.1,0,0.0820090537154269,0.2385739897041278,20.725527146378926,,"{'alpha': 0.7, 'wavelet_level': 2}",
synthetic_alpha,knn__k3,directed_tv,0.1,0,0.1004905173880715,0.3492907678264803,-3.5691121496962643,,"{'alpha': 0.5, 'beta': 0.2, 'n_iter': 15}",
synthetic_alpha,knn__k3,linear,0.2,0,0.1771186437064046,0.4703932777932093,-3.080086717047249,,{},
synthetic_alpha,knn__k3,nearest,0.2,0,0.1801851116769489,0.4795732212019263,-3.2924019221232665,,{},
synthetic_alpha,knn__k3,mean,0.2,0,0.1208467294395676,0.3009477438018674,0.7809578833742317,,{},
synthetic_alpha,knn__k3,idw,0.2,0,0.1289385495070781,0.3229735834621562,0.2143593625954422,,{'power': 1.5},
synthetic_alpha,knn__k3,spherical_spline,0.2,0,0.2359994730172166,0.620458405288514,-5.408366276674806,,{},
