dataset,graph,method,missing_ratio,seed,mae,rmse,snr,dtw,params,error
synthetic_alpha,gaussian__sigma1,linear,0.1,1,0.0634270409346891,0.244209901265437,-0.0777226940065491,,{},
synthetic_alpha,gaussian__sigma1,nearest,0.1,1,0.0642770299551405,0.2523142036825606,-0.2761905701468088,,{},
synthetic_alpha,gaussian__sigma1,mean,0.1,1,0.0589478976695532,0.2085273501920232,0.9476396031020364,,{},
synthetic_alpha,gaussian__sigma1,idw,0.1,1,0.0625841043918718,0.2198587343426586,0.5658803059686505,,{'power': 1.5},
synthetic_alpha,gaussian__sigma1,spherical_spline,0.1,1,0.1109596651986618,0.4071882526204173,-4.5856010357981205,,{},
synthetic_alpha,gaussian__sigma1,rbfi_tps,0.1,1,0.088427217921455,0.3314997645390123,-2.570316269427729,,{},
synthetic_alpha,gaussian__sigma1,rbfi_mq,0.1,1,0.0895496117788872,0.3334451921211877,-2.776695396371658,,{},
synthetic_alpha,gaussian__sigma1,spline_surface,0.1,1,0.363683314967057,1.7420712241529503,-12.999275934669356,,{},
synthetic_alpha,gaussian__sigma1,gsp,0.1,1,0.0636986913952336,0.2230212068259345,0.3902006156703141,,{},
synthetic_alpha,gaussian__sigma1,tikhonov,0.1,1,0.211575277080545,0.2835140849517397,10.377137133992797,,{'alpha': 0.05},
synthetic_alpha,gaussian__sigma1,bgsrp,0.1,1,0.5182354001311841,0.6075089533207011,1.6640230282600812,,{'bandwidth': 8},
synthetic_alpha,gaussian__sigma1,gsmooth,0.1,1,0.0620598698801545,0.2180616968271942,0.5770844848235678,,"{'lam': 0.7, 'n_iter': 30}",
synthetic_alpha,gaussian__sigma1,puy,0.1,1,0.5168422695188354,0.5894025937374171,1.7178768469816303,,{'alpha': 0.1},
synthetic_alpha,gaussian__sigma1,sobolev,0.1,1,0.5915342820998939,0.6659212380727485,0.5676122307915455,,"{'alpha': 0.5, 'order': 2}",
synthetic_alpha,gaussian__sigma1,graph_time_tikhonov,0.1,1,0.4362014933952048,0.5000723918103553,3.227123110213755,,"{'alpha': 0.3, 'beta': 0.1}",
synthetic_alpha,gaussian__sigma1,trss,0.1,1,0.0637063185399145,0.2230349221364658,0.3894516310653068,,"{'alpha': 0.5, 'beta': 0.1, 'n_iter': 40, 'lr': 0.02}",
synthetic_alpha,gaussian__sigma1,tv,0.1,1,0.0590983691812511,0.2091166017675906,0.9266118692057406,,"{'lam': 0.2, 'n_iter': 30}",
synthetic_alpha,gaussian__sigma1,temporal_laplacian,0.1,1,0.4799769762650162,0.5407337102620786,2.459540269707499,,"{'alpha': 0.3, 'beta': 0.3}",
synthetic_alpha,gaussian__sigma1,heat_diffusion_temporal,0.1,1,0.0648939135250807,0.2253501406990551,0.2672648566137683,,"{'alpha': 0.5, 'beta': 0.5, 'n_iter': 15}",
synthetic_alpha,gaussian__sigma1,spline_temporal,0.1,1,,,,,{'alpha': 0.3},mae_null
synthetic_alpha,gaussian__sigma1,wavelet_temporal,0.1,1,0.085485771450544,0.2400428096256142,18.65841042519417,,"{'alpha': 0.7, 'wavelet_level': 2}",
synthetic_alpha,gaussian__sigma1,directed_tv,0.1,1,0.0742748359837804,0.2562784015384388,-0.8807763308224658,,"{'alpha': 0.5, 'beta': 0.2, 'n_iter': 15}",
synthetic_alpha,gaussian__sigma1,linear,0.2,1,0.1771186437064046,0.4703932777932093,-3.080086717047249,,{},
synthetic_alpha,gaussian__sigma1,nearest,0.2,1,0.1801851116769489,0.4795732212019263,-3.2924019221232665,,{},
synthetic_alpha,gaussian__sigma1,mean,0.2,1,0.1208467294395676,0.3009477438018674,0.7809578833742317,,{},
synthetic_alpha,gaussian__sigma1,idw,0.2,1,0.1289385495070781,0.3229735834621562,0.2143593625954422,,{'power': 1.5},
synthetic_alpha,gaussian__sigma1,spherical_spline,0.2,1,0.2359994730172166,0.620458405288514,-5.408366276674806,,{},
synthetic_alpha,gaussian__sigma1,rbfi_tps,0.2,1,0.1869920693665572,0.4833347969304404,-3.278142546892567,,{},
synthetic_alpha,gaussian__sigma1,rbfi_mq,0.2,1,0.1937602928304707,0.5036916253144323,-3.6877667176084064,,{},
synthetic_alpha,gaussian__sigma1,spline_surface,0.2,1,0.2116542553159593,0.5801754853045783,-4.71292687801629,,{},
synthetic_alpha,gaussian__sigma1,gsp,0.2,1,0.1264219528122884,0.3153939931274203,0.3953289708158031,,{},
synthetic_alpha,gaussian__sigma1,tikhonov,0.2,1,0.2577452911547201,0.3547926296476105,9.158912781654388,,{'alpha': 0.05},
synthetic_alpha,gaussian__sigma1,bgsrp,0.2,1,0.5357152296009858,0.6247411949064782,1.418066403410873,,{'bandwidth': 8},
synthetic_alpha,gaussian__sigma1,gsmooth,0.2,1,0.1223551043376991,0.304674598451436,0.6779608444307552,,"{'lam': 0.3, 'n_iter': 30}",
synthetic_alpha,gaussian__sigma1,puy,0.2,1,0.5286533696328125,0.602034124386874,1.5317109489841128,,{'alpha': 0.1},
synthetic_alpha,gaussian__sigma1,sobolev,0.2,1,0.596324299266785,0.6697543455142795,0.507439326648638,,"{'alpha': 0.5, 'order': 2}",
synthetic_alpha,gaussian__sigma1,graph_time_tikhonov,0.2,1,0.4570267250283528,0.524990649864047,2.8639672663811004,,"{'alpha': 0.3, 'beta': 0.1}",
synthetic_alpha,gaussian__sigma1,trss,0.2,1,0.1264650187006005,0.3154540530384228,0.3931491920059988,,"{'alpha': 0.5, 'beta': 0.1, 'n_iter': 40, 'lr': 0.02}",
