dataset,graph,method,missing_ratio,seed,mae,rmse,snr,dtw,params,error
synthetic_alpha,knn__k3,linear,0.1,3,0.0634270409346891,0.244209901265437,-0.0777226940065491,,{},
synthetic_alpha,knn__k3,nearest,0.1,3,0.0642770299551405,0.2523142036825606,-0.2761905701468088,,{},
synthetic_alpha,knn__k3,mean,0.1,3,0.0589478976695532,0.2085273501920232,0.9476396031020364,,{},
synthetic_alpha,knn__k3,idw,0.1,3,0.0625841043918718,0.2198587343426586,0.5658803059686505,,{'power': 1.5},
synthetic_alpha,knn__k3,spherical_spline,0.1,3,0.1109596651986618,0.4071882526204173,-4.5856010357981205,,{},
synthetic_alpha,knn__k3,rbfi_tps,0.1,3,0.088427217921455,0.3314997645390123,-2.570316269427729,,{},
synthetic_alpha,knn__k3,rbfi_mq,0.1,3,0.0895496117788872,0.3334451921211877,-2.776695396371658,,{},
synthetic_alpha,knn__k3,spline_surface,0.1,3,0.363683314967057,1.7420712241529503,-12.999275934669356,,{},
synthetic_alpha,knn__k3,gsp,0.1,3,0.0822079231535946,0.2916704128883218,-1.9283352141086585,,{},
synthetic_alpha,knn__k3,tikhonov,0.1,3,0.1591433756090172,0.3004579812261948,14.867157932756408,,{'alpha': 0.05},
synthetic_alpha,knn__k3,bgsrp,0.1,3,0.4908906755512606,0.595185106484896,2.0073950672896586,,{'bandwidth': 8},
synthetic_alpha,knn__k3,gsmooth,0.1,3,0.0652929243435412,0.2294132438070028,0.134684363878,,"{'lam': 0.3, 'n_iter': 30}",
synthetic_alpha,knn__k3,puy,0.1,3,0.3572444732768113,0.4544403865643254,5.119704106447948,,{'alpha': 0.1},
synthetic_alpha,knn__k3,sobolev,0.1,3,0.5397752126969099,0.6104957151261354,1.3605913953827815,,"{'alpha': 0.5, 'order': 2}",
synthetic_alpha,knn__k3,graph_time_tikhonov,0.1,3,0.3364728535512873,0.4138655388256524,5.709156988005283,,"{'alpha': 0.3, 'beta': 0.1}",
synthetic_alpha,knn__k3,trss,0.1,3,0.0814344471122789,0.2883082730230945,-1.823615743876108,,"{'alpha': 0.5, 'beta': 0.1, 'n_iter': 40, 'lr': 0.02}",
synthetic_alpha,knn__k3,tv,0.1,3,0.0662602564319172,0.2326701616608735,0.0968502943935819,,"{'lam': 0.2, 'n_iter': 30}",
synthetic_alpha,knn__k3,temporal_laplacian,0.1,3,0.3897465473899423,0.4490691027574665,4.348884006100569,,"{'alpha': 0.3, 'beta': 0.3}",
synthetic_alpha,knn__k3,heat_diffusion_temporal,0.1,3,0.073764903622347,0.2564202065885604,-0.8444033522402712,,"{'alpha': 0.5, 'beta': 0.5, 'n_iter': 15}",
synthetic_alpha,knn__k3,spline_temporal,0.1,3,,,,,{'alpha': 0.3},mae_null
synthetic_alpha,knn__k3,wavelet_temporal,0.1,3,0.0820090537154269,0.2385739897041278,20.725527146378926,,"{'alpha': 0.7, 'wavelet_level': 2}",
synthetic_alpha,knn__k3,directed_tv,0.1,3,0.1004905173880715,0.3492907678264803,-3.5691121496962643,,"{'alpha': 0.5, 'beta': 0.2, 'n_iter': 15}",
synthetic_alpha,knn__k3,linear,0.2,3,0.1771186437064046,0.4703932777932093,-3.080086717047249,,{},
synthetic_alpha,knn__k3,nearest,0.2,3,0.1801851116769489,0.4795732212019263,-3.2924019221232665,,{},
synthetic_alpha,knn__k3,mean,0.2,3,0.1208467294395676,0.3009477438018674,0.7809578833742317,,{},
synthetic_alpha,knn__k3,idw,0.2,3,0.1289385495070781,0.3229735834621562,0.2143593625954422,,{'power': 1.5},
synthetic_alpha,knn__k3,spherical_spline,0.2,3,0.2359994730172166,0.620458405288514,-5.408366276674806,,{},
synthetic_alpha,knn__k3,rbfi_tps,0.2,3,0.1869920693665572,0.4833347969304404,-3.278142546892567,,{},
synthetic_alpha,knn__k3,rbfi_mq,0.2,3,0.1937602928304707,0.5036916253144323,-3.6877667176084064,,{},
synthetic_alpha,knn__k3,spline_surface,0.2,3,0.2116542553159593,0.5801754853045783,-4.71292687801629,,{},
synthetic_alpha,knn__k3,gsp,0.2,3,0.1554397425813455,0.3984886043223213,-1.539300685640563,,{},
synthetic_alpha,knn__k3,tikhonov,0.2,3,0.2234333622851582,0.3990822089726856,12.989836722941764,,{'alpha': 0.05},
synthetic_alpha,knn__k3,bgsrp,0.2,3,0.5207834024854843,0.6369527083444106,1.6951104120321496,,{'bandwidth': 8},
synthetic_alpha,knn__k3,gsmooth,0.2,3,0.1284949143511165,0.3211408714101044,0.2182891859862108,,"{'lam': 0.3, 'n_iter': 30}",
synthetic_alpha,knn__k3,puy,0.2,3,0.4074672723744951,0.5273162842276126,4.395797891612577,,{'alpha': 0.1},
synthetic_alpha,knn__k3,sobolev,0.2,3,0.5557915326588396,0.628365922792075,1.126397492591793,,"{'alpha': 0.5, 'order': 2}",
synthetic_alpha,knn__k3,graph_time_tikhonov,0.2,3,0.3784193398841489,0.472089955934797,4.936003469282827,,"{'alpha': 0.3, 'beta': 0.1}",
synthetic_alpha,knn__k3,trss,0.2,3,0.1517133841147144,0.3864124994817423,-1.3027739164051302,,"{'alpha': 0.5, 'beta': 0.1, 'n_iter': 40, 'lr': 0.02}",
synthetic_alpha,knn__k3,tv,0.2,3,0.1294886003877636,0.3228948605446832,0.1850260669936629,,"{'lam': 0.4, 'n_iter': 30}",
synthetic_alpha,knn__k3,temporal_laplacian,0.2,3,0.4189030701427987,0.4881177127262288,3.828397196045029,,"{'alpha': 0.3, 'beta': 0.3}",
synthetic_alpha,knn__k3,heat_diffusion_temporal,0.2,3,0.1364131854712946,0.3338464592726496,-0.1705886340330956,,"{'alpha': 0.3, 'beta': 0.3, 'n_iter': 10}",
synthetic_alpha,knn__k3,spline_temporal,0.2,3,,,,,{'alpha': 0.3},mae_null
synthetic_alpha,knn__k3,wavelet_temporal,0.2,3,0.1485282116673535,0.3333031385252771,17.686400981519242,,"{'alpha': 0.7, 'wavelet_level': 2}",
synthetic_alpha,knn__k3,directed_tv,0.2,3,0.1756009559057118,0.4406374951916444,-2.456641962823185,,"{'alpha': 0.5, 'beta': 0.2, 'n_iter': 15}",
synthetic_alpha,knn__k3,linear,0.3,3,0.2572064301478571,0.5368773174858041,-2.4191202943732533,,{},
synthetic_alpha,knn__k3,nearest,0.3,3,0.2885465132091039,0.6165820969922422,-3.6998971834787695,,{},
synthetic_alpha,knn__k3,mean,0.3,3,0.2125037819008306,0.4355594603472861,-0.5475475552035312,,{},
synthetic_alpha,knn__k3,idw,0.3,3,0.2193035472107985,0.4472709119235417,-0.8376391123001864,,{'power': 1.5},
synthetic_alpha,knn__k3,spherical_spline,0.3,3,0.3392384056544167,0.7606027960808052,-4.927944414651416,,{},
synthetic_alpha,knn__k3,rbfi_tps,0.3,3,0.2752352041464,0.5908578542954833,-3.138416806443352,,{},
synthetic_alpha,knn__k3,rbfi_mq,0.3,3,0.28449673069033,0.6267924824521991,-3.483217109346568,,{},
synthetic_alpha,knn__k3,spline_surface,0.3,3,0.3288038895279771,0.7116487828618274,-4.127967744547699,,{},
synthetic_alpha,knn__k3,gsp,0.3,3,0.2458571365386579,0.507372419633385,-1.9981240040056845,,{},
synthetic_alpha,knn__k3,tikhonov,0.3,3,0.2986494807003794,0.5033421781244793,11.268213637687005,,{'alpha': 0.05},
synthetic_alpha,knn__k3,bgsrp,0.3,3,0.5334241385074393,0.6733792582273133,1.656944039837913,,{'bandwidth': 8},
synthetic_alpha,knn__k3,gsmooth,0.3,3,0.2191739394150917,0.4481427883790264,-0.8986292162389121,,"{'lam': 0.3, 'n_iter': 30}",
synthetic_alpha,knn__k3,puy,0.3,3,0.445808771035251,0.589223414005484,3.802049335361553,,{'alpha': 0.1},
synthetic_alpha,knn__k3,sobolev,0.3,3,0.560754710210216,0.6372975705874546,1.0717991249450587,,"{'alpha': 0.5, 'order': 2}",
synthetic_alpha,knn__k3,graph_time_tikhonov,0.3,3,0.4219195841488654,0.5421021331278792,4.269946527047546,,"{'alpha': 0.3, 'beta': 0.1}",
synthetic_alpha,knn__k3,trss,0.3,3,0.2343475194853997,0.4805453401939829,-1.5582598967365506,,"{'alpha': 0.5, 'beta': 0.1, 'n_iter': 40, 'lr': 0.02}",
synthetic_alpha,knn__k3,tv,0.3,3,0.2168031199188812,0.4439190181276137,-0.7574947156877855,,"{'lam': 0.4, 'n_iter': 30}",
synthetic_alpha,knn__k3,temporal_laplacian,0.3,3,0.4489240621996816,0.5249298986846882,3.282487812275753,,"{'alpha': 0.3, 'beta': 0.3}",
synthetic_alpha,knn__k3,heat_diffusion_temporal,0.3,3,0.2041541970742997,0.4063554835628712,-0.2068755180546191,,"{'alpha': 0.3, 'beta': 0.3, 'n_iter': 10}",
synthetic_alpha,knn__k3,spline_temporal,0.3,3,,,,,{'alpha': 0.3},mae_null
synthetic_alpha,knn__k3,wavelet_temporal,0.3,3,0.207710605976746,0.3960950193692679,18.61189888235647,,"{'alpha': 0.3, 'wavelet_level': 1}",
synthetic_alpha,knn__k3,directed_tv,0.3,3,0.2076975332224568,0.4323579020971634,-0.251990790728428,,"{'alpha': 0.5, 'beta': 0.2, 'n_iter': 15}",
synthetic_alpha,knn__k3,linear,0.4,3,0.3298767998545232,0.6065903668026632,-2.290266788000535,,{},
synthetic_alpha,knn__k3,nearest,0.4,3,0.3315668339659925,0.6286301530250877,-2.427773593777242,,{},
synthetic_alpha,knn__k3,mean,0.4,3,0.2610509096263227,0.4587113167545196,0.1506455701467817,,{},
synthetic_alpha,knn__k3,idw,0.4,3,0.2752672503876464,0.4863914779261031,-0.3911157865214539,,{'power': 1.5},
synthetic_alpha,knn__k3,spherical_spline,0.4,3,0.4750781212681642,0.931806016032614,-5.235491412145549,,{},
synthetic_alpha,knn__k3,rbfi_tps,0.4,3,0.3818542909667008,0.7252726262620611,-3.68571940032052,,{},
synthetic_alpha,knn__k3,rbfi_mq,0.4,3,0.3898963338453581,0.7399231383843519,-3.839789259596472,,{},
synthetic_alpha,knn__k3,spline_surface,0.4,3,0.4659992072144946,0.8721669325779527,-5.0571724105034335,,{},
synthetic_alpha,knn__k3,gsp,0.4,3,0.305193128904593,0.5512695538817246,-1.4519131363994324,,{},
synthetic_alpha,knn__k3,tikhonov,0.4,3,0.342826285391105,0.5414406284405778,10.020887634757678,,{'alpha': 0.05},
synthetic_alpha,knn__k3,bgsrp,0.4,3,0.5335357807966542,0.7055491019720639,2.019448683189202,,{'bandwidth': 8},
synthetic_alpha,knn__k3,gsmooth,0.4,3,0.2717086742533543,0.4783276012671265,-0.2549510674061556,,"{'lam': 0.3, 'n_iter': 30}",
synthetic_alpha,knn__k3,puy,0.4,3,0.4555899193255536,0.6077526234599872,3.843208803889438,,{'alpha': 0.1},
synthetic_alpha,knn__k3,sobolev,0.4,3,0.5711876303738378,0.6455455658280025,0.9208481351045672,,"{'alpha': 0.5, 'order': 2}",
synthetic_alpha,knn__k3,graph_time_tikhonov,0.4,3,0.4402963029175754,0.5568907037319342,3.898540479280596,,"{'alpha': 0.3, 'beta': 0.1}",
synthetic_alpha,knn__k3,trss,0.4,3,0.2983087215276618,0.5331948157665538,-1.1761411283404424,,"{'alpha': 0.5, 'beta': 0.1, 'n_iter': 40, 'lr': 0.02}",
synthetic_alpha,knn__k3,tv,0.4,3,0.2607223385117705,0.4596234181018697,0.1496546087323502,,"{'lam': 0.4, 'n_iter': 30}",
synthetic_alpha,knn__k3,temporal_laplacian,0.4,3,0.4769401236256179,0.5603203765184188,2.8079033794207686,,"{'alpha': 0.3, 'beta': 0.3}",
synthetic_alpha,knn__k3,heat_diffusion_temporal,0.4,3,0.2792083775917881,0.4838524086249922,-0.3927064735823903,,"{'alpha': 0.5, 'beta': 0.5, 'n_iter': 15}",
synthetic_alpha,knn__k3,spline_temporal,0.4,3,,,,,{'alpha': 0.3},mae_null
synthetic_alpha,knn__k3,wavelet_temporal,0.4,3,0.2759863264048898,0.4605806262818872,15.272154873503183,,"{'alpha': 0.3, 'wavelet_level': 1}",
synthetic_alpha,knn__k3,directed_tv,0.4,3,0.2703740954421968,0.483496598363246,-0.1574238940429885,,"{'alpha': 0.5, 'beta': 0.2, 'n_iter': 15}",
synthetic_alpha,knn__k5,linear,0.1,4,0.0634270409346891,0.244209901265437,-0.0777226940065491,,{},
synthetic_alpha,knn__k5,nearest,0.1,4,0.0642770299551405,0.2523142036825606,-0.2761905701468088,,{},
synthetic_alpha,knn__k5,mean,0.1,4,0.0589478976695532,0.2085273501920232,0.9476396031020364,,{},
synthetic_alpha,knn__k5,idw,0.1,4,0.0625841043918718,0.2198587343426586,0.5658803059686505,,{'power': 1.5},
synthetic_alpha,knn__k5,spherical_spline,0.1,4,0.1109596651986618,0.4071882526204173,-4.5856010357981205,,{},
synthetic_alpha,knn__k5,rbfi_tps,0.1,4,0.088427217921455,0.3314997645390123,-2.570316269427729,,{},
synthetic_alpha,knn__k5,rbfi_mq,0.1,4,0.0895496117788872,0.3334451921211877,-2.776695396371658,,{},
synthetic_alpha,knn__k5,spline_surface,0.1,4,0.363683314967057,1.7420712241529503,-12.999275934669356,,{},
synthetic_alpha,knn__k5,gsp,0.1,4,0.0715064179401626,0.2521462775960512,-0.6091904257784735,,{},
synthetic_alpha,knn__k5,tikhonov,0.1,4,0.1864676557354431,0.2839099632989358,12.118202208687842,,{'alpha': 0.05},
synthetic_alpha,knn__k5,bgsrp,0.1,4,0.5156428427286696,0.6057398705606892,1.6481531845687414,,{'bandwidth': 8},
synthetic_alpha,knn__k5,gsmooth,0.1,4,0.0674267524798742,0.2366953842825815,-0.0980669952903523,,"{'lam': 0.7, 'n_iter': 30}",
synthetic_alpha,knn__k5,puy,0.1,4,0.4527206051792782,0.5287593769286291,2.8907585354198218,,{'alpha': 0.1},
synthetic_alpha,knn__k5,sobolev,0.1,4,0.5740137319571585,0.6466055383919869,0.8285428410534305,,"{'alpha': 0.5, 'order': 2}",
synthetic_alpha,knn__k5,graph_time_tikhonov,0.1,4,0.3941616294506662,0.4597708106399363,4.164087606905793,,"{'alpha': 0.3, 'beta': 0.1}",
