dataset,graph,method,missing_ratio,seed,mae,rmse,snr,dtw,params,error,n_missing_ch,time_sec,snr_initial_db
movielens_graph_signal,knn__k7,mean,0.2,0,0.06027222689551927,0.5220902814323056,11.732998105703084,1.615254671051493,{},,5,0.002009799994993955,25.0
movielens_graph_signal,knn__k7,nearest,0.2,0,0.068363065980573,1.0219309936535288,9.482243738854423,2.7422135208438267,{},,5,0.004162700002780184,25.0
movielens_graph_signal,knn__k7,tikhonov,0.2,0,0.18689799046006816,0.8496468351284339,4.937561259766638,5.115880776199421,"{""alpha"": 0.1}",,5,0.0060551000060513616,25.0
movielens_graph_signal,knn__k7,tv,0.2,0,0.06006937406509563,0.5155766410114087,11.779726787117019,1.594434588299916,"{""lam"": 0.2, ""n_iter"": 30}",,5,0.15045340001233853,25.0
movielens_graph_signal,knn__k7,trss,0.2,0,0.07197794488491142,0.5911729053981332,9.641192653947618,1.7272511283093683,"{""alpha"": 0.7, ""beta"": 0.2, ""n_iter"": 60, ""lr"": 0.03}",,5,0.020522800012258813,25.0
movielens_graph_signal,knn__k7,graph_time_tikhonov,0.2,0,0.2841199557442667,1.1206140414475356,1.0761819750098296,8.2156280830204,"{""alpha"": 0.5, ""beta"": 0.1}",,5,0.008070800002315082,25.0
movielens_graph_signal,knn__k7,temporal_laplacian,0.2,0,0.25578589426951776,1.004159106088805,1.1918009830876695,7.519136823620124,"{""alpha"": 0.5, ""beta"": 0.5}",,5,1.293444199996884,25.0
movielens_graph_signal,knn__k7,mean,0.2,1,0.06661798614718854,0.6213091356161997,10.912814447608875,2.7451602146209413,{},,5,0.002028600007179193,25.0
movielens_graph_signal,knn__k7,nearest,0.2,1,0.09069300085326865,2.4359572990438645,6.813462741929406,4.294626938414785,{},,5,0.004252400001860224,25.0
movielens_graph_signal,knn__k7,tikhonov,0.2,1,0.1819918989846471,0.8818083735660462,4.462492666070703,5.841183432475954,"{""alpha"": 0.1}",,5,0.005652899999404326,25.0
movielens_graph_signal,knn__k7,tv,0.2,1,0.0665430492036419,0.61323312884461,10.910483348404563,2.766596265628422,"{""lam"": 0.2, ""n_iter"": 30}",,5,0.15125419999822043,25.0
movielens_graph_signal,knn__k7,trss,0.2,1,0.07655388895607827,0.7251254810954444,8.639717154770315,3.5853750253093897,"{""alpha"": 0.7, ""beta"": 0.2, ""n_iter"": 60, ""lr"": 0.03}",,5,0.019998599993414246,25.0
movielens_graph_signal,knn__k7,graph_time_tikhonov,0.2,1,0.27270310574064155,1.078922555739256,0.9898575746769346,8.110949604448717,"{""alpha"": 0.5, ""beta"": 0.1}",,5,0.008160199999110773,25.0
movielens_graph_signal,knn__k7,temporal_laplacian,0.2,1,0.24366245203854622,0.9861192850968368,1.1009460207839155,7.587329666170567,"{""alpha"": 0.5, ""beta"": 0.5}",,5,1.3043222999986028,25.0
movielens_graph_signal,knn__k7,mean,0.2,0,0.06246751104875467,0.37149845634773987,11.470419992360855,1.3347493234713175,{},,5,0.002028500006417744,15.0
movielens_graph_signal,knn__k7,nearest,0.2,0,0.08108414845437131,0.6910085073373904,8.278287159749405,2.9768393219812386,{},,5,0.004187899990938604,15.0
movielens_graph_signal,knn__k7,tikhonov,0.2,0,0.2008111031688098,0.58195062766478,5.315779941088699,4.190965781029488,"{""alpha"": 0.1}",,5,0.005978699991828762,15.0
movielens_graph_signal,knn__k7,tv,0.2,0,0.062212916343971005,0.36909603097839494,11.520560623574164,1.315424060875899,"{""lam"": 0.2, ""n_iter"": 30}",,5,0.15041740000015125,15.0
movielens_graph_signal,knn__k7,trss,0.2,0,0.07439444183654008,0.4167384119698949,9.613980827946058,1.6924589241136248,"{""alpha"": 0.7, ""beta"": 0.2, ""n_iter"": 60, ""lr"": 0.03}",,5,0.019743600001675077,15.0
movielens_graph_signal,knn__k7,graph_time_tikhonov,0.2,0,0.30313820149308107,0.8627348282684586,1.4447202322824506,6.990565355451445,"{""alpha"": 0.5, ""beta"": 0.1}",,5,0.008093800002825446,15.0
movielens_graph_signal,knn__k7,temporal_laplacian,0.2,0,0.28020795085444866,0.846559867627196,1.5173333290057887,6.8154250273880885,"{""alpha"": 0.5, ""beta"": 0.5}",,5,1.3130225999921095,15.0
